Gene_ID,Sample_con-1,Sample_con-2,Sample_con-3,Sample_trt-1,Sample_trt-2,Sample_trt-3
gene10000937,374,360,354,122,152,153
gene10000938,0,8,3,0,0,0
gene1000094,0,0,0,0,1,7
gene10000946,0,0,0,11,10,11
gene10000947,15,15,3,11,6,17
gene10000948,69,69,63,121,103,133
gene10000949,354,306,376,437,379,347
gene10000950,18,17,24,40,76,86
gene10000951,434,368,418,398,374,506
gene10000953,246,225,239,169,163,139
gene10000954,802,811,773,959,852,989
gene10000955,2469,2357,2615,1357,1528,1015
gene10000956,3,0,0,14,4,11
gene10000957,0,0,0,0,0,0
gene10000958,0,0,0,0,0,0
gene1000096,372,398,275,526,475,785
gene10000961,221,241,265,424,485,496
gene10000963,46,78,63,152,112,148
gene10000964,294,270,253,369,419,410
gene10000965,36,24,25,87,77,69
gene10000966,17,9,23,13,22,26
gene10000967,21,24,31,50,49,27
gene10000968,126,130,204,286,420,226
gene10000969,84,72,64,33,16,68
gene1000097,489,510,580,118,133,144
gene10000970,44,35,31,52,70,90
gene10000971,35,22,58,271,267,382
gene10000972,97,72,116,232,250,175
gene10000975,42,47,51,351,378,453
gene10000976,0,0,0,0,0,0
gene10000980,0,0,0,2,4,3
gene10000981,0,0,0,2,0,3
gene10000982,0,0,0,0,0,0
gene10000983,0,0,0,0,0,0
gene10000984,0,0,0,0,0,0
gene10000985,0,0,4,9,22,14
gene10000986,166,153,158,0,0,0
gene10000987,0,0,0,0,0,0
gene10000988,2,0,0,2,0,0
gene10000989,113,79,91,218,218,218
gene10000990,53,38,65,74,68,74
gene10000991,11,3,11,21,5,11
gene10000992,1,0,0,0,0,0
gene10000994,3,0,0,2,3,0
gene10000995,127,138,149,176,205,174
gene10000996,26,13,12,33,18,41
gene10000997,281,306,379,957,880,730
gene10000999,475,477,470,509,410,493
gene1000100,215,230,313,607,512,373
gene10001002,0,0,0,0,0,0
gene10001003,226,196,201,0,9,0
gene10001011,66,68,79,72,63,93
gene10001012,0,0,0,0,0,0
gene10001013,107,181,127,156,136,257
gene10001014,16,6,14,15,9,9
gene10001015,65,63,54,72,95,111
gene10001016,3842,3261,4796,3282,2593,2993
gene10001017,6,2,5,6,20,11
gene10001018,116,95,98,69,80,91
gene10001019,140,124,204,311,387,259
gene10001021,7,10,9,0,4,1
gene10001022,2,1,11,6,1,0
gene10001023,124,167,198,482,524,429
gene10001024,8,14,4,32,21,47
gene10001025,3,2,0,2,3,3
gene10001026,336,354,326,81,97,121
gene10001027,42,35,46,99,90,98
gene10001028,20,17,27,40,31,36
gene10001029,3,0,0,0,0,0
gene10001031,2,2,1,3,1,0
gene10001033,1,3,0,3,1,2
gene10001034,65,48,64,222,230,245
gene10001035,0,1,0,8,16,25
gene10001038,38,30,49,107,108,142
gene10001040,13,9,1,10,3,7
gene10001041,1059,891,886,70,77,137
gene10001042,1880,1630,1681,1049,690,1100
gene10001043,28,30,22,19,17,37
gene10001044,1,0,1,0,2,1
gene10001045,309,233,262,276,299,375
gene10001046,27,26,22,43,75,65
gene10001047,1896,984,989,0,0,0
gene10001048,60,63,46,1,5,1
gene1000105,632,562,795,49,99,76
gene10001052,0,0,0,2,0,0
gene1000106,5,1,16,7,2,0
gene10001062,0,0,0,0,1,0
gene10001064,0,0,0,1,0,0
gene1000107,0,0,1,0,1,0
gene10001070,268,228,229,669,538,617
gene10001071,0,0,1,0,0,0
gene10001073,48,40,47,88,97,109
gene10001074,265,230,268,358,387,349
gene10001076,4,2,0,4,6,6
gene10001077,108,112,125,65,116,109
gene10001078,1,0,1,0,3,0
gene10001079,305,296,275,165,230,368
gene10001082,0,0,0,0,0,0
gene10001083,749,750,1000,36,17,44
gene10001084,7,5,4,2,4,4
gene10001085,77,30,23,2,0,0
gene10001086,0,0,0,0,22,7
gene10001087,0,0,0,0,0,0
gene10001088,69,53,57,123,123,127
gene10001089,144,161,65,34,36,42
gene1000109,619,645,583,149,136,198
gene10001090,64,67,55,129,123,223
gene10001091,100,95,103,94,105,179
gene10001092,36,21,48,37,48,43
gene10001093,10,10,18,6,16,18
gene10001095,617,570,535,713,705,1242
gene10001096,0,0,0,0,0,0
gene10001097,0,0,0,0,17,4
gene1000110,0,1,0,0,0,0
gene10001102,0,0,0,0,66,23
gene10001103,673,470,575,245,298,278
gene10001104,78,67,72,137,164,144
gene10001105,0,4,0,0,0,1
gene10001106,72,73,84,35,21,46
gene10001107,299,287,348,236,209,190
gene10001108,0,0,1,2,7,5
gene10001109,3,0,1,13,1,1
gene10001110,6,17,1,35,31,34
gene10001111,17,11,12,4,0,0
gene10001112,97,73,69,92,59,90
gene10001113,76,61,134,210,215,138
gene10001114,78,144,115,75,99,227
gene10001115,209,204,218,312,396,427
gene10001119,0,0,0,0,5,6
gene10001120,0,0,0,153,109,235
gene10001121,0,0,0,0,1,0
gene10001122,0,0,0,0,0,0
gene10001124,26,9,43,59,62,40
gene10001125,53,49,56,11,5,6
gene10001126,0,0,0,0,0,0
gene1000113,0,0,0,0,3,2
gene10001133,600,470,553,40,51,43
gene10001134,139,87,172,190,205,152
gene10001135,106,65,95,107,78,91
gene10001139,231,179,170,341,371,387
gene1000114,127,109,129,217,152,221
gene10001140,1719,1438,1849,920,810,718
gene10001141,370,401,410,50,25,50
gene10001142,602,575,479,1058,1003,1456
gene10001143,20,29,41,42,36,18
gene10001144,9,13,26,625,1145,687
gene10001145,13,22,6,13,8,17
gene10001146,157,190,242,119,124,94
gene10001147,116,141,146,222,303,160
gene10001148,376,328,377,518,557,567
gene10001149,771,795,724,1104,1268,1168
gene1000115,0,0,0,0,0,1
gene10001150,5,0,0,0,0,0
gene10001151,19,19,18,74,106,61
gene10001152,72,77,71,212,142,185
gene10001153,249,200,282,22,17,28
gene10001154,57,42,74,107,81,78
gene10001155,0,1,2,1,0,1
gene10001157,45,51,38,78,119,83
gene1000116,429,381,423,242,259,308
gene10001161,46,42,47,374,429,636
gene10001162,206,216,238,384,410,385
gene10001166,76,86,55,68,81,112
gene10001167,414,455,583,1185,956,1086
gene10001170,535,454,505,14,23,24
gene10001171,115,131,159,72,65,53
gene10001172,3,1,0,17,34,32
gene10001174,0,1,2,7,3,26
gene10001175,0,2,1,7,3,9
gene10001176,330,333,281,653,627,1117
gene10001177,347,306,254,189,195,176
gene10001178,23,19,22,17,17,42
gene10001179,235,464,307,627,647,869
gene1000118,86,36,77,37,44,37
gene10001180,82,68,106,179,200,100
gene10001181,992,871,1569,283,355,438
gene10001182,57,45,74,15,16,16
gene10001183,8,5,7,11,4,4
gene10001185,6,1,6,19,15,32
gene10001186,0,0,0,0,0,0
gene10001189,14,25,14,200,242,370
gene1000119,169,161,183,238,192,296
gene10001190,13,29,12,52,54,64
gene10001192,31,4,11,3,2,3
gene10001193,24,35,54,118,126,163
gene10001195,0,0,0,0,0,0
gene10001196,0,0,0,3,0,0
gene10001197,63,33,49,69,48,116
gene10001198,0,0,0,0,0,0
gene1000120,547,385,541,271,205,433
gene10001201,0,0,0,0,0,0
gene10001202,165,113,216,38,39,29
gene10001203,2,6,6,0,0,0
gene10001205,0,0,0,0,6,1
gene10001208,0,0,0,0,0,0
gene10001209,102,88,100,67,99,67
gene10001210,0,0,0,1,0,0
gene10001216,0,0,0,2,0,0
gene10001217,0,0,0,0,0,0
gene10001218,0,0,0,0,0,0
gene10001219,25,27,17,14,5,12
gene1000122,87,82,88,45,37,26
gene10001220,1,0,0,0,2,2
gene10001223,18,17,10,44,46,59
gene10001224,307,283,318,722,772,694
gene10001226,50,32,54,91,93,108
gene10001227,214,296,126,12,19,4
gene10001228,32,45,32,5,5,0
gene10001229,104,79,54,6,2,1
gene1000123,0,0,0,0,0,0
gene10001238,72,48,33,297,266,256
gene10001239,0,0,0,0,0,0
gene10001240,3489,2631,3775,2364,2057,2525
gene10001241,33,38,31,44,25,49
gene10001242,1154,1019,1155,1946,1981,1702
gene10001243,56,41,19,23,15,43
gene10001245,0,0,0,0,0,0
gene1000125,14,13,9,54,65,80
gene10001251,36,49,16,19,23,25
gene10001253,30,23,28,0,0,0
gene10001254,0,0,0,0,0,0
gene10001255,2,2,0,53,75,69
gene10001256,1,0,0,0,0,0
gene10001257,39,45,24,18,28,45
gene1000126,18,12,29,22,11,29
gene10001260,0,0,0,0,3,0
gene10001263,0,0,0,0,0,0
gene10001268,52,33,61,68,35,28
gene10001269,44,42,52,763,818,758
gene1000127,12,14,19,43,51,40
gene10001272,4857,4172,4471,3109,2507,2303
gene10001276,175,130,171,20,14,17
gene10001277,55,21,38,12,7,33
gene1000128,117,93,137,170,142,201
gene10001281,46,29,35,92,102,144
gene10001282,210,211,248,274,272,299
gene10001283,0,0,0,0,0,0
gene10001284,3,7,3,8,9,6
gene10001286,12,11,8,10,5,12
gene10001287,3,1,0,564,722,614
gene10001288,22,14,33,48,62,33
gene10001289,66,48,67,130,99,66
gene1000129,2,2,2,13,6,6
gene10001292,253,167,290,142,108,101
gene10001293,78,59,54,253,243,286
gene10001294,3,0,0,2,4,4
gene10001295,82,70,89,40,33,27
gene10001296,0,1,0,0,1,0
gene10001297,0,0,0,9,7,6
gene10001298,153,166,195,528,526,688
gene10001299,139,96,159,84,72,49
gene1000130,2,1,6,5,0,4
gene10001302,47,36,30,48,43,52
gene10001304,1,0,0,0,0,0
gene1000131,1061,944,1142,1430,1095,1180
gene10001313,110,122,135,90,106,125
gene10001314,70,69,75,508,703,668
gene10001315,422,347,510,600,633,416
gene10001316,40,32,47,159,153,123
gene10001318,0,0,0,0,0,0
gene10001319,0,0,0,0,0,0
gene1000132,96,69,125,0,2,0
gene10001321,44,34,43,44,23,67
gene10001325,27,6,17,47,34,74
gene10001326,0,0,0,2,4,1
gene10001327,0,0,0,0,0,0
gene10001328,0,0,0,0,0,0
gene10001329,338,269,193,5059,5725,5208
gene1000133,79,58,81,13,19,14
gene10001330,2243,2545,2676,1987,2372,936
gene10001331,5,7,8,7,7,8
gene10001333,1067,787,1205,1335,1345,1227
gene10001334,20,7,11,437,322,376
gene10001335,40,56,64,63,74,81
gene10001336,21,15,26,58,58,34
gene10001337,1107,995,980,651,488,560
gene10001338,0,0,0,0,0,0
gene10001340,0,0,0,1,0,3
gene10001341,147,136,148,171,230,219
gene10001344,104,122,127,131,144,175
gene10001345,271,282,219,16,10,18
gene10001349,0,0,0,0,0,1
gene1000135,0,5,1,38,57,33
gene10001350,102,119,87,141,168,179
gene10001355,108,116,104,145,163,180
gene10001356,2,6,1,11,11,16
gene10001358,201,177,256,657,940,579
gene10001359,0,0,0,0,0,0
gene1000136,0,0,0,1,1,5
gene10001362,0,0,0,0,0,0
gene10001365,9,0,7,6,8,10
gene10001366,0,0,2,0,8,7
gene10001368,107,99,101,120,104,134
gene10001369,51,34,41,51,43,71
gene1000137,13,20,22,20,14,14
gene10001378,8,8,2,2,3,0
gene10001379,0,0,0,0,0,0
gene1000138,0,0,0,5,2,3
gene10001381,903,741,826,558,609,522
gene10001382,189,260,337,91,81,88
gene10001383,352,315,517,461,489,421
gene10001384,78,72,78,234,202,187
gene10001385,43,80,50,72,72,77
gene10001386,175,147,192,430,472,326
gene10001387,458,391,440,386,391,570
gene10001388,0,0,0,0,0,2
gene1000139,27,18,42,57,30,67
gene10001390,11,16,3,37,14,35
gene10001393,11,12,7,29,45,34
gene10001394,125,166,151,50,44,91
gene10001395,65,50,49,39,42,71
gene10001396,25,43,22,23,14,44
gene10001397,47,39,29,18,23,12
gene10001398,121,108,124,120,117,131
gene10001399,4501,4256,4474,5352,5377,6340
gene1000140,0,0,1,0,0,0
gene10001400,0,8,5,0,3,8
gene10001402,0,0,0,0,0,0
gene10001403,0,0,0,3,0,1
gene10001404,49,71,43,44,24,69
gene10001405,0,0,0,0,0,0
gene10001406,161,157,191,185,163,246
gene10001407,15,7,5,28,27,51
gene10001408,94,116,118,144,101,202
gene10001409,295,300,365,354,374,560
gene1000141,0,0,0,0,0,1
gene10001410,5,6,10,95,63,58
gene10001411,37,17,25,539,555,696
gene10001412,0,1,0,0,0,1
gene10001413,0,0,0,0,0,0
gene10001414,128,103,124,119,138,105
gene10001415,11,8,5,0,0,1
gene10001416,0,1,4,17,10,13
gene10001418,0,0,0,0,0,0
gene10001419,611,462,837,555,785,840
gene10001420,5014,4664,4212,2384,2546,2818
gene10001421,0,3,4,3,15,2
gene10001422,0,0,2,1,10,0
gene10001423,0,0,0,0,0,0
gene10001425,0,0,0,2,2,0
gene10001427,381,407,501,536,580,415
gene10001428,93,104,66,337,329,380
gene1000143,337,322,303,541,430,501
gene10001435,20,30,12,0,0,0
gene10001436,131,121,165,212,224,294
gene10001437,7,5,12,8,9,6
gene10001438,97,93,107,66,88,153
gene10001439,0,3,3,0,1,6
gene1000144,0,2,0,0,1,0
gene10001440,0,0,0,5,6,3
gene10001441,3939,3891,5872,1748,1633,997
gene10001444,45,35,26,100,72,118
gene10001445,10,15,10,11,2,14
gene10001446,17,8,11,18,7,16
gene10001447,0,0,0,0,5,1
gene10001448,4,7,1,2,3,5
gene10001449,0,0,0,0,0,0
gene1000145,140,153,172,180,253,134
gene10001451,220,183,243,528,454,347
gene10001452,421,354,473,396,529,395
gene10001454,0,0,0,0,0,0
gene10001455,0,0,3,41,89,73
gene1000146,0,0,0,0,0,0
gene10001462,99,112,100,2,1,2
gene10001463,20,31,37,188,81,148
gene10001464,716,642,910,1002,1199,744
gene1000147,1451,1286,1418,2305,2274,2235
gene10001474,0,0,0,0,5,0
gene10001476,1,2,0,11,10,18
gene10001478,223,148,317,495,579,450
gene1000148,406,330,378,333,311,346
gene10001481,0,0,0,0,0,0
gene10001482,37,21,36,0,4,8
gene10001485,0,0,0,3,2,1
gene10001487,0,0,0,0,0,0
gene10001488,21,9,16,2,2,1
gene1000149,1183,1109,1067,482,363,481
gene10001490,181,191,174,164,163,258
gene10001494,445,419,765,0,0,0
gene10001495,33,41,77,550,877,743
gene10001496,0,0,0,0,0,0
gene10001497,0,3,7,101,96,95
gene10001498,6,3,9,178,228,192
gene10001499,2,0,2,66,136,50
gene1000150,0,0,0,4,17,10
gene10001500,29,21,33,31,46,59
gene10001503,61,40,66,143,129,202
gene10001504,6,3,1,63,63,67
gene10001505,0,0,1,2,4,4
gene10001506,45,28,49,24,9,10
gene10001507,28,12,11,0,4,0
gene10001508,43,41,50,31,18,33
gene10001509,26,27,10,28,56,45
gene1000151,6016,4641,3952,60,54,47
gene10001512,98,96,91,152,75,213
gene10001517,0,0,0,0,0,0
gene10001518,7,5,7,11,7,7
gene10001523,6,3,2,6,18,14
gene10001525,22,35,16,6,7,44
gene10001526,0,0,0,0,0,0
gene10001527,300,280,283,371,259,724
gene10001528,0,0,0,0,0,0
gene10001529,16,18,2,12,10,18
gene1000153,351,322,306,350,340,442
gene10001530,158,179,189,235,225,192
gene10001531,78,72,42,226,147,105
gene10001532,0,0,0,1,6,1
gene10001534,17,12,3,70,33,65
gene10001535,0,0,0,0,2,0
gene10001536,157,92,93,225,108,169
gene10001537,2,0,0,6,3,0
gene10001538,17,11,12,6,0,7
gene1000154,714,592,649,511,585,440
gene10001540,18,19,34,61,71,58
gene10001541,18,13,4,20,8,27
gene10001542,151,158,96,449,423,535
gene10001544,5,1,1,0,2,2
gene10001547,0,0,2,165,105,141
gene10001549,0,0,0,0,0,0
gene1000155,92,57,78,19,27,43
gene10001551,0,0,0,0,3,0
gene10001553,13,4,3,10,12,12
gene10001554,0,3,1,4,3,0
gene10001555,121,111,137,96,94,119
gene10001556,18,25,17,11,12,28
gene10001557,7,5,4,7,4,3
gene10001558,0,0,0,0,0,0
gene10001559,0,0,0,0,0,0
gene1000156,38,39,56,89,91,82
gene10001560,48,45,60,159,171,137
gene10001563,2596,2368,3168,1139,545,596
gene10001564,34,41,59,80,85,76
gene10001565,0,0,0,0,0,0
gene10001566,0,0,0,0,0,0
gene10001569,8,8,9,72,70,90
gene1000157,105,101,70,50,38,78
gene10001570,175,131,131,265,350,212
gene10001573,2,1,10,14,2,0
gene10001575,0,0,0,0,0,0
gene10001577,12,8,3,23,10,48
gene10001578,11,24,8,12,10,19
gene10001579,38,41,30,457,203,271
gene1000158,8,6,6,1,2,3
gene10001582,31,35,32,502,617,581
gene10001583,53,66,97,181,147,88
gene10001584,63,76,36,22,32,19
gene10001585,141,109,107,402,343,425
gene10001586,26,23,19,88,62,104
gene1000159,0,2,1,1,2,0
gene10001591,157,156,199,170,168,113
gene10001592,1,1,2,8,0,0
gene10001593,3,0,1,1,1,3
gene10001594,325,302,249,314,291,417
gene10001595,9,0,6,12,0,22
gene10001597,141,144,182,197,164,203
gene10001598,359,356,318,1052,796,700
gene1000160,569,431,707,780,792,976
gene10001601,0,6,0,3,8,10
gene10001602,429,522,468,368,352,382
gene10001603,124,13,7,0,0,0
gene10001604,1,0,9,3,2,4
gene10001605,0,0,0,0,0,1
gene10001606,0,0,0,0,1,0
gene10001607,2,0,0,0,2,0
gene10001608,0,0,0,0,0,0
gene10001616,133,139,111,86,47,50
gene10001617,127,115,132,405,452,360
gene10001618,64,58,76,56,52,59
gene10001622,0,0,1,9,1,0
gene10001623,3,1,0,11,9,13
gene10001624,210,278,140,74,40,142
gene10001625,5,11,4,157,185,96
gene10001626,37,61,34,238,314,215
gene10001627,3,4,4,88,75,174
gene10001628,11,9,18,23,16,29
gene10001630,0,0,0,0,0,0
gene10001633,2,4,4,118,146,152
gene10001634,7,9,13,23,14,25
gene10001637,0,0,0,0,0,0
gene10001638,0,0,0,0,0,0
gene1000164,38,36,73,91,125,73
gene10001642,63,61,52,64,50,120
gene10001643,0,2,2,2,2,6
gene10001644,331,266,269,329,363,463
gene10001645,80,41,74,78,95,95
gene10001646,4,5,0,5,8,10
gene1000165,70,59,45,52,37,50
gene10001651,1676,1436,1547,1728,1852,2322
gene10001652,450,488,558,637,716,661
gene10001653,38,37,35,164,149,253
gene10001654,0,0,0,0,0,0
gene10001656,0,0,1,0,0,0
gene1000166,187,147,132,326,341,227
gene10001660,0,4,2,53,34,14
gene10001664,70,60,42,315,336,526
gene10001669,522,532,408,443,361,518
gene1000167,353,331,225,1402,1626,1338
gene10001670,252,246,284,276,323,224
gene10001674,0,0,0,0,0,0
gene10001675,268,289,328,271,258,296
gene10001678,819,687,935,302,257,219
gene10001679,14,9,9,43,43,45
gene1000168,290,240,358,631,743,569
gene10001683,9,5,0,17,18,7
gene10001684,0,0,0,0,0,0
gene10001689,0,0,0,1,0,0
gene1000169,238,243,165,260,274,321
gene10001691,26,4,14,40,38,5
gene10001692,868,673,587,34,35,59
gene10001693,5,18,6,17,18,27
gene10001694,0,0,0,0,0,0
gene10001695,2,2,1,54,82,117
gene10001696,337,198,374,57,44,46
gene10001697,663,555,579,108765,121342,92239
gene1000170,272,232,244,163,144,249
gene10001703,0,0,0,0,0,0
gene10001704,0,0,0,0,0,1
gene10001705,0,0,0,0,0,0
gene10001706,0,4,4,4,10,3
gene10001707,16,8,6,15,15,15
gene10001708,0,0,0,0,0,0
gene10001709,269,286,255,327,402,294
gene1000171,650,573,589,576,629,481
gene10001710,0,0,0,0,5,2
gene10001713,61,49,47,63,83,76
gene10001714,17,6,15,8,4,4
gene10001715,17,11,12,18,31,41
gene10001716,22,12,13,23,8,33
gene10001717,2,0,1,0,0,0
gene10001718,233,162,240,46,31,57
gene1000172,259,269,365,398,474,336
gene10001721,750,584,654,222,142,150
gene10001723,60,37,64,502,495,467
gene10001724,90,95,84,73,80,73
gene10001725,0,1,3,19,5,15
gene10001727,0,0,0,0,0,0
gene10001728,8,7,9,45,25,50
gene10001729,2,1,2,0,1,0
gene1000173,0,0,2,3,2,6
gene10001730,21,4,19,49,36,20
gene10001731,37,79,50,78,75,103
gene10001734,0,0,0,0,0,0
gene10001738,0,0,1,0,0,4
gene1000174,3,1,2,5,4,6
gene10001740,42,54,44,66,65,69
gene10001741,0,0,0,3,1,2
gene10001742,0,0,0,0,0,0
gene10001743,178,173,178,347,265,363
gene10001744,479,599,522,471,709,496
gene10001746,162,136,156,158,176,172
gene10001752,3,1,0,0,0,0
gene10001753,0,0,0,0,0,0
gene10001757,0,0,0,0,0,0
gene1000176,4,19,5,30,19,28
gene10001761,0,0,0,0,0,0
gene10001762,114,40,75,18,33,51
gene10001763,84,82,133,107,58,57
gene10001768,9,4,11,298,221,325
gene10001769,0,0,0,3,0,0
gene1000177,204,153,138,244,178,153
gene10001770,0,0,0,0,1,1
gene10001771,34,51,44,42,68,72
gene10001775,16,26,21,31,14,31
gene10001776,61,94,81,39,20,25
gene10001777,1005,902,937,561,476,629
gene10001778,0,0,0,0,0,0
gene10001779,8,6,3,16,10,8
gene1000178,22,11,29,129,101,82
gene10001780,61,47,42,102,114,160
gene10001782,82,80,124,190,201,264
gene10001783,10,3,6,16,31,13
gene10001784,199,169,213,358,362,365
gene10001785,0,0,0,0,0,0
gene10001787,24,23,14,25,35,60
gene10001788,74,86,110,120,112,143
gene10001789,119,94,108,379,409,361
gene10001790,0,0,0,3,0,0
gene10001791,0,2,0,26,23,36
gene10001792,21,10,13,22,28,35
gene10001794,369,309,366,449,477,480
gene10001797,623,584,596,92,125,111
gene10001798,10,17,6,3,1,3
gene1000180,9,14,15,13,20,22
gene10001801,3457,3002,2850,3312,2754,3372
gene10001802,201,145,131,330,304,363
gene10001803,19,21,10,57,29,64
gene10001804,46,33,58,68,55,31
gene10001805,48,45,42,126,126,119
gene10001806,0,0,0,0,0,1
gene1000181,67,47,69,271,251,193
gene10001810,229,201,242,210,220,227
gene10001811,2,2,8,19,17,31
gene10001812,0,0,0,0,2,0
gene10001813,94,69,76,94,120,108
gene10001818,63,62,35,1,1,0
gene1000182,149,174,143,473,524,574
gene10001820,6,9,2,32,49,22
gene10001822,115,136,144,311,292,354
gene10001823,0,0,4,8,4,1
gene10001824,0,0,2,0,1,1
gene10001826,0,0,0,1,0,0
gene1000183,131,146,99,86,70,126
gene10001831,0,0,0,0,0,0
gene10001832,0,0,1,163,137,117
gene10001833,0,0,0,0,0,0
gene10001835,1,0,2,5,4,5
gene10001836,916,772,837,96,132,157
gene10001837,834,738,1280,1870,2096,1292
gene10001838,0,0,0,0,0,0
gene10001839,443,329,398,584,469,539
gene1000184,55,72,75,234,229,145
gene10001840,144,126,146,210,207,217
gene10001841,0,0,0,0,0,0
gene10001842,10,7,22,16,4,20
gene10001844,17,17,9,48,75,56
gene10001845,38,50,65,46,47,50
gene1000185,2,0,1,52,35,16
gene10001852,592,461,821,50,51,24
gene10001856,284,291,357,400,408,342
gene10001858,2360,1892,2190,151,133,143
gene10001859,2,0,0,1,0,0
gene1000186,665,614,727,1176,1288,960
gene10001860,1713,1315,1642,2300,2828,2232
gene10001865,3,1,2,3,7,2
gene10001866,226,189,225,381,304,456
gene10001869,0,0,0,21,13,27
gene1000187,167,149,142,525,630,440
gene10001872,73,71,82,269,300,300
gene10001873,197,195,287,211,268,329
gene10001874,67,34,85,67,68,38
gene10001875,35,44,37,52,67,115
gene10001876,49,21,38,77,80,108
gene10001879,16,7,19,50,35,48
gene1000188,0,0,0,0,1,0
gene10001880,96,83,148,54,53,59
gene10001881,0,0,1,4,2,0
gene10001882,23,21,11,17,27,14
gene10001884,212,181,203,60,92,130
gene10001885,80,115,91,78,127,189
gene10001886,94,76,162,324,297,246
gene10001887,40,26,8,65,60,74
gene10001889,0,0,0,0,1,0
gene1000189,119,111,193,219,265,210
gene10001893,0,0,2,0,0,0
gene10001896,0,0,0,0,0,0
